id,name,traffic_info
15371938,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
15372175,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
15412852,Αθηνών,
15414502,Μεσογείων,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
15469038,Γρηγορίου Λαμπράκη,
15590218,Πέτρου Ράλλη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
15591226,Πειραιώς,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
15591405,Αγίου Ιωάννη Ρέντη,
15591437,Πολυκράτους Σπύρου,
15591903,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
15592304,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
15593349,Εθνάρχου Μακαρίου,
15594006,,
15594032,,
16945477,,
16945479,Εθνικής Αντιστάσεως,
16946833,Καποδιστρίου,
16946836,Παπανικολή,
16946837,Άρτης,
16946841,Λαρίσης,
16946842,Λακωνίας,
16994325,Ιωάννη Δροσοπούλου,
16994456,,
16994673,,
20130215,Σινώπης,
20140573,Αλεξανδρουπόλεως,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
20140660,Αλεξανδρουπόλεως,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
20140853,Μιχαλακοπούλου,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
20141054,Μεσογείων,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
20142627,Ξενίας,
20142815,Αυλίδος,
20143083,Βασιλίσσης Σοφίας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
20143653,Αλεξάνδρας,
20143864,Ιθάκης,
20143936,Πλατεία Αγίου Γεωργίου,
20144228,Ιθάκης,
20144411,Τήνου,
20144587,Κομνα Τρακα,
20145038,Ιωάννου Δροσοπούλου,
20146783,Επτανήσου,
20146903,Φωκίωνος Νέγρη,
20146994,Φωκίωνος Νέγρη,
20147361,Πεστών,
21275269,Ιλιάδος,
21568302,Πανόρμου,
21568724,Πανόρμου,
22561388,Ναούσης,
22561418,Αγίου Βασιλείου,
22757703,Τατάκη,
23180117,Λάμπρου Κατσώνη,
23180324,Αιγέως,
23180337,Ευριπίδου,
23180344,Ταγματάρχου Πλέσσα,
23180349,Δοϊράνης,
23180503,Ποσειδώνος,
23180531,Γραμμή 1,
23180582,Πειραιώς,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23181674,Ποσειδώνος,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23181703,Ξενοφώντος,
23181705,Αριστογείτονος,
23181711,Καλυψούς,
23181762,Ευγενίδου,
23181765,Θυατείρων,
23181771,Εφέσου,
23181773,Εφέσσου,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23181782,Γαλαξία,
23181786,Λεοντιου,
23181790,Διπλα Β.,
23181854,,
23181858,,
23181870,,
23181902,Σαρανταπόρου,
23181904,Υδρας,
23181914,Ατθίδων,
23181915,Θεσσαλονίκης,
23181920,Αρδάσσης,
23181935,Ευαγγελίστριας,
23181936,Γαλάτειας,
23181941,Καλυψούς,
23181950,Διάκου Αθανασίου,
23181995,Αργυρουπόλεως,
23182021,Αγίων Πάντων,
23182036,Αριστείδου,
23182039,Ατθίδων,
23182041,Εσπερίδων,
23182096,Μαντζαγριωτάκη,
23182123,Κατακουζηνού,
23182126,Σαρδεων,
23182132,Περγάμου,
23182139,Κωνσταντινουπολεως,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182186,,
23182191,Αδραμμυττίου,
23182200,Μεγάλου Αλεξάνδρου,
23182205,Λαμψάκου,
23182210,Ιωσηφόγλου,
23182218,Μοσχονησίων,
23182226,Βουτζά,
23182231,Σεβδικίου,
23182254,,
23182282,Δορυλαίου,
23182286,Αϊδινίου,
23182287,Σταμούλη,
23182290,Βρυουλών,
23182291,Κοτυαίου,
23182295,Κρήνης,
23182297,Ευαγγελικής Σχολής,
23182298,Ομηρείου,
23182321,Αγίου Ανδρέα,
23182328,,
23182341,Καΐρη,
23182343,Κάδμου Μιλήσιου,
23182345,Καΐρη,
23182381,Επταλόφου,
23182422,Αγίας Φωτεινής,
23182424,Παλαιολόγου,
23182446,Θεόκλητου Β.,
23182455,Θεόκλητου Β.,
23182464,Μπαλή Γ.,
23182469,Δημωνακτος,
23182475,Κριναγορου,
23182479,Βουρνόβα,
23182483,Ωκεανίδων,
23182489,Διλβόη,
23182490,Φρειδερίκου Σμιθ,
23182495,Χελντραϊχ,
23182499,Σαρκουδινου Μ.,
23182506,Ντελακρουά,
23182509,Τσιγάντε Ι.,
23182511,Τανταλίδου,
23182515,Εφέσσου,
23182519,Εφέσσου,
23182520,Μυρακτής,
23182522,Λιγνάδη,
23182526,Αυρηλιανής,
23182532,Ιωνίας,
23182543,,
23182555,,
23182556,Σπάρτης,
23182559,,
23182560,,
23182561,Αμφιθέας,
23182581,Λαγουμιτζή,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182583,Λαγουμιτζή,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182586,Λαγουμιτζή,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182591,,
23182600,Ελευθερίου Βενιζέλου,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182620,,
23182626,,
23182627,,
23182633,Θεσσαλονίκης,
23182705,Βουλής,
23182720,Διομείας,
23182726,Καραγιώργη Σερβίας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182767,Πλατεία Συντάγματος,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182769,Ξενοφώντος,
23182771,Νίκης,
23182774,Απόλλωνος,
23182775,Πεντέλης,
23182790,Βουκουρεστίου,
23182796,Λυκαβηττού,
23182798,Ομήρου,
23182806,Χαλκοκονδύλη,
23182816,Βασιλίσσης Σοφίας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182833,Κριεζώτου,
23182837,Πινδάρου,
23182838,Σούτσου Αλ.,
23182843,Δημοκρίτου,
23182847,Σέκερη,
23182848,Κανάρη,
23182850,Μέρλιν,
23182962,Σταδίου,
23182965,Ελευθερίου Βενιζέλου,
23182987,Φιλελλήνων,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23182990,Όθωνος,
23183166,Μετρό Αθήνας Γραμμή 2,
23183271,Εδουάρδου Λω,
23183273,Ρήγα Φεραίου,
23183278,Ιπποκράτους,
23183364,Ναυαρίνου,
23183366,Διδότου,
23183369,Πεσμαζόγλου,
23183371,Χαριλάου Τρικούπη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23183380,Σταύρου Γεωργίου,
23183390,Εμμανουήλ Μπενάκη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23183631,,
23183808,Αμερικής,
23183845,Περικλέους,
23183852,Κολοκοτρώνη,
23183910,Θεμιστοκλέους,
23183922,Γαμβέτα,
23183924,Γλαδστώνος,
23183929,Μαυροκορδάτου,
23183931,Νικηταρά,
23183936,Κατακουζηνού,
23183939,Φειδίου,
23183940,Γεωργίου Γενναδίου,
23183949,Ζωοδόχου Πηγής,
23183960,Αναγνωστοπούλου,
23183961,Γλύκωνος,
23183966,Τσακάλοφ,
23183967,Ακαδημίας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23183970,Δραγατσανίου,
23183977,,
23183981,Καρύτση,
23183991,Παπαρηγοπούλου,
23183996,ΑΘΑΝΑΣΙΟΥ ΑΞΑΡΛΙΑΝ,
23184016,Παπαρηγοπούλου,
23184048,Θησέως,
23184058,Φλέσσα,
23184060,Σκούφου,
23184093,Πλούταρχου,
23184102,Καρνεάδου,
23184105,Καραολή & Δημητρίου,
23184108,Αλωπεκής,
23184111,Υψηλάντου,
23184115,Γενναδίου Ιωάννη,
23184125,Μονής Πετράκη,
23184127,Ευζώνων,
23184128,Αναπήρων Πολέμου,
23184133,Σουηδίας,
23184137,Μαρασλή,
23184141,,
23184144,Μπενση Β.,
23184148,Ιασίου,
23184151,Πατριάρχου Ιωακείμ,
23184166,Καψάλη,
23184174,Νεοφύτου Δούκα,
23184181,Κουμπάρη,
23184187,Ηράκλειτου,
23184195,Γλύκωνος,
23184197,Χάρητος,
23184198,Ξενοκράτους,
23184213,Παλιγγενεσίας,
23184216,Ανδρέα Μεταξά,
23184225,Ερεσού,
23184258,Κάνιγγος,
23184312,Μουστοξύδη,
23184319,Μουστοξύδη,
23184325,Μουστοξύδη,
23184331,Μουστοξύδη,
23184332,Μουστοξύδη,
23184333,Μουστοξύδη,
23184372,Αγίου Μελετίου,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184413,Αδμήτου,
23184427,Κεφαλληνίας,
23184448,Κοδριγκτώνος,
23184527,,
23184529,,
23184536,,
23184538,,
23184542,,
23184548,,
23184568,,
23184582,,
23184593,,
23184597,Λένορμαν,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184599,Παράπλευρη Οδός,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184603,,
23184604,,
23184607,,
23184637,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
23184691,Αγίου Κωνσταντίνου,
23184703,Αθηνών,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184736,Αθηνών,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184740,Αθηνών,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184741,Αθηνών,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184751,Αθηνών,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184754,Αθηνών,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184757,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
23184760,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
23184772,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
23184774,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
23184776,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
23184823,Λεωφόρος Κωνσταντινουπόλεως,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184824,Κωνσταντινουπόλεως,
23184834,Λαγουμιτζή,
23184835,Κωνσταντινουπόλεως,09:00-11:00=high|13:00-15:00=low|17:00-19:00=high
23184837,Κωνσταντινουπόλεως,09:00-11:00=high|13:00-15:00=low|17:00-19:00=high
23184908,Πέτρου Ράλλη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184912,Πέτρου Ράλλη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184913,Πέτρου Ράλλη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184916,Πέτρου Ράλλη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184933,,
23184937,Παράπλευρη Οδός,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23184940,,
23184953,Νίκου Καζαντζάκη,
23184976,,
23185012,Αγίου Κωνσταντίνου,
23185019,Κανάρη Κωνσταντίνου,
23185023,Πλάτωνος,
23185063,Γαλαξιδίου,
23185084,Αργοστολίου,
23185090,Ιθάκης,
23185096,,
23185097,Ρήγα Φεραίου,
23185099,Σολωμού,
23185107,Αγησιλάου,
23185108,Αγησιλάου,
23185109,Ασκληπιού,
23185111,Πραξιτέλους,
23185112,Αγνώστου Στρατιώτου,
23185116,Σπάρτης,
23199924,Θ. Δηληγιάννη,
23199927,Θ. Δηληγιάννη,
23199931,Κοδράτου,
23199934,Σάμου,
23199936,Ελευσινίων,
23199937,Βίκτωρος Ουγκώ,
23199938,Οδυσσέως,
23199941,Δεληγιώργη,
23199945,Ακομινάτου,
23199947,Νικηφόρου,
23199949,Νικηφόρου,
23199951,Βούλγαρη,
23199957,Καλέργη,
23199968,Κρήτης,
23199971,Ψηλορείτη,
23199978,,
23200007,Σφακίων,
23200009,Μαμούρη,
23200010,Δύμης,
23200015,Χωματιανού,
23200018,Αριστογείτονος,
23200019,Αρμοδίου,
23200029,Γραμμή 1,
23200030,Γραμμή 1,
23200035,Γραμμή 1,
23200036,Γραμμή 1,
23200058,Μελετίου Βασιλείου,
23200061,Πραξαγόρου,
23200065,Λερουά,
23200067,Ντοντουελ,
23200072,Πήγασου,
23200074,Παπανικολάου Γ.,
23200086,2ης Μαΐου,
23200093,Ειρήνης,
23200095,Πλατεία Καρύλλου,
23200097,Νυμφαίου,
23200099,Ιωνίας,
23200100,Σαρδεων,
23200103,Φιλαδελφείας,
23200104,Πλατεία Καρύλλου,
23200109,25ης Μαρτίου,
23200120,Μαγκριώτου,
23200121,Κυδωνιών,
23200124,,
23200128,Αμβροσίου Μοσχονησίων,
23200137,Μαγκριώτου,
23200139,Τριγλειας,
23200140,Τιμώλου,
23200143,Τραλλέων,
23200242,Φιλίππου,
23207659,Γραμμή 1,
23207671,Χρυσοστόμου Σμύρνης,
23207689,Χρυσοστόμου Σμύρνης,
23207696,Φλωρίνης,
23207700,Αγ.Σαράντα,
23207701,Αθήνας,
23207702,Επιδαύρου,
23207707,Θεσσαλονίκης,
23207709,Μυτιλήνης,
23207716,Πύργου,
23207723,Άρτης,
23207724,Ύδρας,
23207727,,
23207729,Ξάνθου,
23207731,Δημητσάνας,
23207733,Κύπρου,
23207737,Βόλου,
23207757,Πέτρου Σπυρόπουλου,
23207758,Πεντέλης,
23207760,,
23207763,Κισσάβου,
23207778,Πάτμου,
23207785,Καζαλά,
23207787,Μακεδονίας,
23207790,Ταξιαρχών,
23207799,Θερμοπυλών,
23207821,Αγ. Νεκταρίου,
23207823,,
23207829,,
23207833,,
23211460,Ακροπόλεως,
23211462,Σιβιτανίδου,
23211463,Παύλου Μελά,
23211465,Τσακάλωφ,
23211472,Μενελάου,
23211476,Ρέας,
23211479,Δημητρακοπούλου,
23211480,Αραπάκη,
23211481,Μαντζαγριωτάκη,
23211482,Ιφιγενείας,
23211484,Χρυσηίδος,
23211486,Βρυσηίδος,
23211487,Προθιερέως Ρώτα,
23211490,Βασιλικής,
23211495,Φιλαρέτου,
23211496,Πλάτωνος,
23211507,Δαβάκη,
23211509,Ιατρίδου Γ.,
23211513,Φορνέζη,
23211515,Νέστορος,
23211517,Ιφιγενείας,
23211519,Αθανασιάδου,
23211521,Ταϋγέτου,
23211522,Σιώκου Αγ.,
23211523,Κεφαλληνίας,
23211527,25ης Μαρτίου,
23211529,Φορνέζη,
23211530,Κονίτσης,
23211532,Patriarhou Grigoriou,
23211534,Ελλησπόντου,
23211538,Σαλαμίνος,
23211540,Σπάρτακου,
23211543,,
23211552,Μάνης,
23211553,Σαπφούς,
23211559,Κανακίδη & Κοσμερίδη,
23211560,Χαλκηδώνος,
23211561,Χαλδαίων,
23211562,Ερατούς,
23211575,Θησέως,
23211577,,
23211579,Παναγή Τσαλδάρη,
23211583,Σιλανιωνος,
23211585,Κηφισοδότου,
23211586,Ξενάρχου,
23211587,Τριών Ιεραρχών,
23211591,Κλειδήμου,
23211593,Δημοφώντος,
23211600,Ιολάου,
23211601,Κτησιφώντος,
23211604,Αλκινόης,
23211605,Καλλιρόης,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
23211606,Ατρέως,
23211650,,
23213395,,
23213747,Βασιλέως Κωνσταντίνου,
23213764,Αρδηττού,
23213827,Μάρκου Μουσούρου,
23213837,Αριστόνικου,
23213841,Περραιβού,
23213844,Τιμολέοντος,
23213845,Δέφνερ,
23213847,Περραιβού,
23213850,Τυρταίου,
23213853,Πηγά Μελετίου,
23213860,Σορβολου,
23213862,Σορβολου,
23213866,Χαρβούρη,
23213871,Λεμπέση,
23213874,Ιωσήφ των Ρόγων,
23213890,Μακρή,
23213892,Μακρυγιάννη,
23213893,,
23213905,Στρατηγού Κοντούλη,
23213906,Καρυάτιδων,
23213912,Πετμεζα,
23213914,Αγγελικαρα,
23213924,Ζήτρου,
23213927,Στραταίων,
23213932,Τζιραίων,
23213933,Δαυίδ Ντανζε,
23213937,Τσάμη Καρατάσου,
23213939,Φραττι,
23213942,Γουέμστερ,
23213943,Προπυλαίων,
23213953,Σωφρονισκου,
23213954,Θηραμένους,
23213958,Γαριβάλδι,
23213971,Ζαχαρίτσα,
23213973,Μάρκου Μπότσαρη,
23213975,Λιάκου,
23213991,Μητρομάρα,
23213993,Δοντα Σ.,
23213996,Γ. Ολυμπίου,
23214025,Βεΐκου,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=medium
23214030,Θαλού,
23214032,Λυσικράτους,
23214034,Αθανάσιου Διάκου,
23214038,,
23214041,,
23214072,,
23214076,Πρατίνου,
23214077,Δουρίδος,
23214083,Αστυδάμαντος,
23214084,Αντήνορος,
23214089,,
23214091,Δράκοντος,
23214106,Κρίτωνος,
23214108,Μισθού Ι.,
23214111,Αλκιμάχου,
23214115,Νηρηίδων,
23214116,Χείρωνος,
23214117,Ελλανίκου,
23214120,Αρχελάου,
23214124,Ερμιόνης,
23214128,Αρριανού,
23214134,Πτολεμαίων,
23214136,Αμύντα,
23214145,Βασιλέως Κωνσταντίνου,
23214149,Αθηνογένους,
23214153,Ευρυδίκης,
23214154,Εργοτιμου,
23214166,Εριφύλης,
23214169,Αλκμεωνίδων,
23214172,Τιμαρχου,
23214176,Σπύρου Μερκούρη,
23214194,,
23214201,Ερατοσθένους,
23214211,Ασπασίας,
23214212,Επικτήτου,
23214214,Νικοσθένους,
23214222,Φιλοχορου,
23214229,Φαίδρου,
23214231,Αθανασίας,
23214233,Κτησιου,
23214235,Στασινού,
23214237,Ippodamou,
23214239,Αριστοξένου,
23214243,Πολεμοκράτους,
23214245,Ιππομέδοντος,
23214252,Κόνωνος,
23214255,Διοφάντου,
23214260,Ήρωνος,
23214263,Βασιλέως Κωνσταντίνου,
23214267,Αριστάρχου,
23214268,Ιέρωνος,
23214269,Αιγύπτου (Παγκράτι),
23214271,Μονής Σέκου,
23214276,Στράβωνος,
23214283,Πλατεία Μεσολογγίου,
23214287,Πλατεία Μεσολογγίου,
23214291,Ζηνοδότου,
23214295,Φρύνης,
23214303,Τυδέως,
23214306,Πυργοτέλους,
23214329,Αναλήψεως,
23214334,Ευφράνορος,
23214505,Καρέα,
23214531,Εθνικής Αντιστάσεως,
23214727,Τραπεζούντος,
23214741,Λεωνίδου,
23214742,Μπουμπουλίνας,
23214778,Αναγεννήσεως,
23214786,Κασσιόπης,
23214787,Τριπόλεως,
23214789,Σαράντα Εκκλησιών,
23214790,Φωτίου Κορυτσάς,
23214791,Περιστάσεως,
23214797,Μελιτίνης,
23214862,Προύσσης,
23214863,Παύλου Κουντουριώτη,
23214866,Κερασούντος,
23214888,Ευαγγελιστρίας,
23214916,Ταινάρου,
23214928,Διομήδους,
23214951,Αρτέμωνος,
23214952,Λήμνου,
23214954,Χίου,
23214957,Ψαρών,
23214959,Καλύμνου,
23214960,Ανθεών,
23214961,Ίμβρου,
23214963,Ηλία Ηλιού,
23214965,Λέσβου,
23214968,Αλκμήνης,
23214969,Ισμήνης,
23214970,Κλειούς,
23214999,Κωστή Παλαμά,
23215002,Χρυσίππου,
23215003,Λεωσθένους,
23215005,Αναξάνδρου,
23215020,Αλεξίου,
23215045,Ύδρας,
23215048,Σπετσών,
23215113,Αριστοτέλους,
23215115,Ερατούς,
23215123,Πλουτάρχου,
23215124,,
23215125,Διογένους,
23215127,Μαζαράκη,
23215128,Σουλίου,
23215131,,
23215139,Ευτέρπης,
23215141,Σμύρνης,
23215143,,
23215150,Ελευθερωτών,
23215524,Καΐρη,
23215526,Ευκαρίου,
23215528,Σιπύλου,
23215540,Λαμψάκου,
23215574,Κουντουριώτου,
23215591,Πριήνης,
23215594,Αλικαρνασσού,
23215600,Μέλητος,
23215601,Ιωνίας,
23215611,Πατριάρχου Ιωακείμ,
23215612,Αγίας Φωτεινής,
23215615,Αντωνιάδου,
23215616,,
23215625,,
23215628,,
23215631,Νικομηδείας,
23215639,Βαρνης,
23215646,Σάμου,
23215658,Εφέσου,
23215659,Στενημάχου,
23215661,Αμισού,
23215678,Καλλιπόλεως,
23215683,,
23215828,Ικονίου,
23215890,,
23215891,Αμάσειας,
23215895,Πανόρμου,
23215896,Σινώπης,
23215899,Σεϊζάνη,
23215907,Πατρ.Γρηγορίου Ε',
23215932,Αγίας Σοφίας,
23216340,Ρόμβης,
23216341,Κλειτίου,
23216361,Φωκίωνος,
23216367,Πετράκη,
23216375,Υπατίας,
23216402,Θρασυβούλου,
23216409,Πανός,
23216412,Αγίας Φιλοθέης,
23216414,Παλαιολόγου Μπενιζέλου,
23216419,Θουκυδίδου,
23216422,Ηπίτου,
23216424,Τσαγκάρη,
23216426,Χίλλ,
23216438,Κωνσταντίνου Τσάτσου,
23216446,Δαιδάλου,
23216452,Χρυσοστόμου,
23216456,Χαιρεφώντος,
23216480,Αγγελικής Χατζημιχάλη,
23216488,Θέσπιδος,
23216524,Σχολείου,
23216541,Άρεως,
23216554,Λυσίου,
23216555,Λεοχάρους,
23216560,Μιλτιάδου,
23216562,Νικίου,
23216563,Ιάσονος,
23216565,Κολοκυνθούς,
23216576,Ακάδημου,
23216593,Κεραμεικού,
23216605,Μυκαλης,
23216612,Ευρυμεδοντος,
23216619,Πλαταιών,
23216627,Θερμοπυλών,
23216634,Μαραθώνος,
23216654,Κριεζή,
23216657,Σαλαμίνος,
23216660,Λεωνίδου,
23216663,Αρτεμισίου,
23216665,Προφήτου Δανιήλ,
23216679,Αγησιλάου,
23216682,Γρανικού,
23216683,Αμαζόνων,
23216690,Αγίου Όρους,
23216692,Καλυψούς,
23216711,Γερμανικού,
23216717,Αντιλόχου,
23216723,Βηλαρά,
23216783,Περδίκα,
23216789,Κωνσταντινουπόλεως,
23216811,Ευμολπιδων,
23216816,,
23216823,Κωνσταντινουπόλεως,
23216841,Ιάκχου,
23216891,Αγίας Μαρίνας,
23216892,Ψαρών,
23216895,Μαραθώνος,
23216918,Δημητσάνας,
23216921,,
23216925,Γ. Σούτσου,
23216930,Ευαγγελιστρίας,
23216932,Αβέρωφ,
23216933,Μυστρά,
23216935,Ευαγγελιστρίας,
23216936,Γ. Μουτάφη,
23216964,Άγγελου Σικελιανού,
23216965,Ανδρέα Κάλβου,
23216975,Ζέφυρου,
23216976,,
23216977,,
23216985,Δραγατσανίου,
23216993,Καλαβρύτων,
23216994,Σολωμού,
23216997,Λαρίσης,
23217005,Μεγάλου Αλεξάνδρου,
23217008,Λογοθέτη,
23217010,25ης Μαρτίου,
23217014,Ξάνθου,
23217016,Αγίας Λαύρας,
23217236,Παππά Εμ.,
23217243,Αγίου Παντελεήμονος,
23217246,,
23217257,Πέτρας,
23217266,Πλούτωνος,
23217267,Παράπλευρη Οδός,
23217285,Προύσης,
23217286,Μεσολογγίου,
23217287,Φιλαδελφείας,
23217290,Μυριοφύτου,
23217291,40 Εκκλησιών,
23217293,Φιλιππουπόλεως,
23217304,Κύπρου,
23217318,Παπαναστασίου,
23217323,Δωδεκανήσου,
23217328,Γρηγορίου Κυδωνιών,
23217330,Πανόρμου,
23217333,Μοσχονησίων,
23217334,Χρυσοστόμου Σμύρνης,
23217337,Καποδιστρίου,
23217355,Αττάλειας,
23217358,Ελλησπόντου,
23217362,Μαγνησίας,
23217367,Δαρδανελλίων,
